Emotion,Text
0," Oh , no . Too much work . I hate to sweat . It's so gross . "
0,Excuse me . Could you give me some directions ? 
0, What are you looking for ? 
0, A gas station . My car ran out of gas two blocks back . 
0, Walk straight ahead until you come to the second traffic light . Then turn right . 
0, Do you know the name of the street ? 
0," I can't remember , but it's the second light . "
0," By the way , do you know the price of the gas now ? "
0, I'm afraid I don't . But I do know the price has gone up . 
4, Thanks a lot . 
0,I'm looking for a gift for my daughter . 
0, How about a laptop ? 
0," Yes , she needs something to help her at school . "
0, How about a Mac ? 
0, That sounds good . How much is one ? 
0," Our newest 15 - inch Pro is only $ 2,100 . "
6," Only $ 2,100 ? Okay , let me have one . "
4," That's great . Will that be cash , check , or credit card ? "
0, Let me dig my VISA out of my purse . 
0," Okay , if you'll just sign here , please . "
0, Do I need to buy anything else ? 
0, All she has to do is open the box and follow the instructions . 
4, Thank you so much . 
4," Thank you . If you have any problems , just call . "
0,What can I do for you ? 
0, I want to get a package of cigarette . 
0, Have you a taste for this kind ? 
0," No , this kind of cigarette is too strong for me , I desire a mild one . "
0, What about this ? 
0," It suits my taste , I'll take it . Do you have lighters ? "
0, I have a lot of them . 
0, Show me the one made of plastic . 
0," OK , here you are . "
4, Thank you . 
0,"Brian , a company called me for an interview . "
4, That's great ! You need to prepare for it . 
0, How ? 
0, Get your hair done at a good hair saloon . Tell them you are going for a job interview . 
0, Okay . 
0, Buy an expensive suit . 
0, How expensive ? 
0," The more expensive , the better . "
0," I can ’ t afford too expensive , maybe $ 50 to $ 70 ? "
0, That'll do it . The best way is to find the dressing color code of the company . 
0, How ? 
0," If you know somebody at the company , ask them . If not , dark color will be fine . "
0, Is a white blouse okay ? 
0," Yeah , fine . And dressing shoes . "
0, Black ? 
0, Black is good . 
0, White pantyhose ? 
0, No . Dark or skin colored . 
0, Jewelry ? 
0," Necklace , ring , and earrings are all fine . But don ’ t wear too many pieces of jewelry . "
0, How about make up ? 
0, Not much make up . 
0, Perfume ? 
0," Yes , some . But be aware that different people may like different scents . "
4,"Hi , Monica , congratulations ! Your presentation at the meeting was very successful and everyone was impressed by your speech . And it was so persuasive and I bet our clients will be convinced to invest their money in this project . You really made a big contribution to our company . "
4," Thank you , I just tried my best . I am very happy to know you like it . "
0," You must have been prepared for a long time . Some statistics in this presentation are not easy to find , right ? "
0," Well , yes . Several colleagues from different departments helped me with that . They are very supportive . I consulted an economic expert last week . He was very kind to give valuable suggestions . "
4," Now , the effort pays off . You have accomplished something . "
4," Come on , don ’ t flatter me anymore . I took the job because I love being challenged . But I can ’ t get this turned around without the support from you people . "
0,Hello . I'm answering the ad in the paper about your car.And I wonder if it is still available ? 
0," Yes , it's still available . "
0, Good.Can you give me some information about it ... uh .. mileage and the tires and things like that ? 
0," Well , it has got low mileage.The tires are in perfect condition and it's in excellent shape . "
0,I would like to have this laundry done . 
0, Please fill out the form first . 
0," OK . By the way , I would like to have this sweater washed by hand in cold water . It might shrink otherwise . "
0, By hand in cold water . Got it . 
0,Where can I enjoy the best local food ? 
0, Well ! You like sea food ? 
0," Yes , I do . "
0, Then I'd like to suggest you try Anchor Inn on Seaside Drive . 
0, Is it very far from here ? 
0," No , you can walk from here . "
0,Good morning . Welcome to Time After Time Watches . 
0, I'd like to buy a watch . 
0," Well , you've come to the right place . What kind of watch are you looking for ? "
0," Well , I'm not sure . Let's see . How much is this one ? "
0," Hmm ... This Rolex ? $ 1,000 . "
0, Oh . I don't think I can afford that . How about this one ? 
0, This one is $ 500 . 
0, Wow . That's too much for me . Don't you have anything cheaper ? 
0,Did you enjoy your weekend at the highland hotel ? I heard it ’ s and excellent place to stay and has good facilities . 
4," I had a wonderful time . The rooms are not very big , but they are well furnished . The restaurant is excellent and reasonably priced . There ’ s a sauna and a Jacuzzi . "
0, Do they have a swimming pool ? 
0," No , they don ’ t . they have a beauty parlor , but I didn ’ t go there . "
0, What ’ s the service like ? 
4," It ’ s very good . Check in and check out at the reception only took a few minutes . The wait staff is very good . A waiter recommended their baked fish , which tasted wonderful . The hotel was quite full , so I ’ d suggest making a reservation if you intend to go there . The hotel offers a discount at the weekends . "
0, It sounds perfect . Did you have any complaints at all ? 
0," There was a problem with the internet access , so I couldn ’ t check my email , but I didn ’ t complain about it to the management . "
0, I suppose you were happy to forget about the outside world . 
0," Yes , I was . Here ’ s their business card . "
0, Thanks . Was there a mina bar in the room ? 
0," No , there wasn ’ t . There is a bar on the ground floor and of course you can buy drinks in the restaurant to go with your meal . "
0, One of the things I dislike about hotels is that everyone expects tips . 
0," I know . At the inland hotel , they have an interesting policy . When you check out , you put some money in a special box at reception . Each evening , the money in the box is shared equally by the hotel staff . "
0,My mother bought me a new video game . 
0, What's it like ? 
0," Well , the hero is a Super Warrior . He has to fight the bad guys to find the treasure . "
0, Who are the bad guys ? 
0, There are a lot ! Two really bad ones are Giant Monster and Human Spider . 
0, Wow ! Where's the treasure ? 
0," It's in a dungeon , under a castle . "
0, How do you find it ? 
0," It's not easy to find . Anyway , you can come to my home after school today and try . "
4, Great ! 
0,"Good evening , sir . What's your pleasure this evening ? Your usual ? "
0," Yes . I'm going to stay with the same , a beer . "
0," Certainly , a beer . Here you are , sir . "
5," Oh , darn . Look what I've done . ( Spill the drink ) "
0, Don't worry . I'll make you another on the house . 
0,Have you ever gotten a parking ticket ? 
0, I've gotten a few . 
